Wavelength(um),Flux(Jy),Error(Jy),BG(Jy),Order,Module
3.45545,0.0420007,0,0,0,-2
3.45686,0.0430306,0,0,0,-2
3.45827,0.0420925,0,0,0,-2
3.45968,0.0386205,0,0,0,-2
3.46109,0.0384315,0,0,0,-2
3.4625,0.0407122,0,0,0,-2
3.46391,0.0436481,0,0,0,-2
3.46532,0.043063,0,0,0,-2
3.46673,0.0419439,0,0,0,-2
3.46815,0.0415839,0,0,0,-2
3.46956,0.0421161,0,0,0,-2
3.47097,0.0436355,0,0,0,-2
3.47238,0.045041,0,0,0,-2
3.47379,0.044791,0,0,0,-2
3.4752,0.0435695,0,0,0,-2
3.47662,0.0444766,0,0,0,-2
3.47803,0.0448478,0,0,0,-2
3.47944,0.0419929,0,0,0,-2
3.48085,0.0395495,0,0,0,-2
3.48227,0.0387949,0,0,0,-2
3.48368,0.0427551,0,0,0,-2
3.48509,0.049041,0,0,0,-2
3.48651,0.0477708,0,0,0,-2
3.48792,0.0458256,0,0,0,-2
3.48933,0.0487539,0,0,0,-2
3.49075,0.0494954,0,0,0,-2
3.49216,0.0496796,0,0,0,-2
3.49357,0.0496905,0,0,0,-2
3.49499,0.0487575,0,0,0,-2
3.4964,0.0482704,0,0,0,-2
3.49782,0.0480473,0,0,0,-2
3.49923,0.0507655,0,0,0,-2
3.50065,0.0518804,0,0,0,-2
3.50206,0.0518248,0,0,0,-2
3.50348,0.0535515,0,0,0,-2
3.50489,0.0525312,0,0,0,-2
3.50631,0.0500424,0,0,0,-2
3.50772,0.0488009,0,0,0,-2
3.50914,0.0511518,0,0,0,-2
3.51055,0.0531877,0,0,0,-2
3.51197,0.0526062,0,0,0,-2
3.51339,0.0500905,0,0,0,-2
3.5148,0.0487808,0,0,0,-2
3.51622,0.0498315,0,0,0,-2
3.51763,0.0480578,0,0,0,-2
3.51905,0.0464501,0,0,0,-2
3.52047,0.0470876,0,0,0,-2
3.52188,0.0493625,0,0,0,-2
3.5233,0.0497782,0,0,0,-2
3.52472,0.0465874,0,0,0,-2
3.52614,0.0457123,0,0,0,-2
3.52755,0.0509129,0,0,0,-2
3.52897,0.0537703,0,0,0,-2
3.53039,0.0498657,0,0,0,-2
3.53181,0.0472532,0,0,0,-2
3.53323,0.0490467,0,0,0,-2
3.53464,0.0514755,0,0,0,-2
3.53606,0.050025,0,0,0,-2
3.53748,0.0483666,0,0,0,-2
3.5389,0.0493391,0,0,0,-2
3.54032,0.0456232,0,0,0,-2
3.54174,0.0439329,0,0,0,-2
3.54316,0.051133,0,0,0,-2
3.54457,0.0546528,0,0,0,-2
3.54599,0.053751,0,0,0,-2
3.54741,0.0556298,0,0,0,-2
3.54883,0.0575278,0,0,0,-2
3.55025,0.0545711,0,0,0,-2
3.55167,0.0562087,0,0,0,-2
3.55309,0.0582335,0,0,0,-2
3.55451,0.0579016,0,0,0,-2
3.55593,0.0586154,0,0,0,-2
3.55735,0.0554048,0,0,0,-2
3.55877,0.0578237,0,0,0,-2
3.56019,0.0628319,0,0,0,-2
3.56161,0.062765,0,0,0,-2
3.56304,0.0614731,0,0,0,-2
3.56446,0.0606209,0,0,0,-2
3.56588,0.0581983,0,0,0,-2
3.5673,0.0548353,0,0,0,-2
3.56872,0.0597918,0,0,0,-2
3.57014,0.0632382,0,0,0,-2
3.57156,0.0655583,0,0,0,-2
3.57299,0.0684065,0,0,0,-2
3.57441,0.0666077,0,0,0,-2
3.57583,0.0640306,0,0,0,-2
3.57725,0.0623529,0,0,0,-2
3.57867,0.0649455,0,0,0,-2
3.5801,0.068849,0,0,0,-2
3.58152,0.0687107,0,0,0,-2
3.58294,0.0675833,0,0,0,-2
3.58436,0.0675188,0,0,0,-2
3.58579,0.068081,0,0,0,-2
3.58721,0.0690831,0,0,0,-2
3.58863,0.0725902,0,0,0,-2
3.59006,0.0733694,0,0,0,-2
3.59148,0.0714904,0,0,0,-2
3.5929,0.0713748,0,0,0,-2
3.59433,0.0699629,0,0,0,-2
3.59575,0.0690191,0,0,0,-2
3.59718,0.0694077,0,0,0,-2
3.5986,0.0720013,0,0,0,-2
3.60002,0.0743456,0,0,0,-2
3.60145,0.0718497,0,0,0,-2
3.60287,0.0692792,0,0,0,-2
3.6043,0.0694668,0,0,0,-2
3.60572,0.0694281,0,0,0,-2
3.60715,0.0695453,0,0,0,-2
3.60857,0.0740685,0,0,0,-2
3.61,0.0798221,0,0,0,-2
3.61142,0.0824138,0,0,0,-2
3.61285,0.0844314,0,0,0,-2
3.61427,0.0790249,0,0,0,-2
3.6157,0.0731906,0,0,0,-2
3.61712,0.072418,0,0,0,-2
3.61855,0.0749579,0,0,0,-2
3.61997,0.0771331,0,0,0,-2
3.6214,0.0769359,0,0,0,-2
3.62283,0.0814164,0,0,0,-2
3.62425,0.0840287,0,0,0,-2
3.62568,0.0820321,0,0,0,-2
3.6271,0.0829332,0,0,0,-2
3.62853,0.0842023,0,0,0,-2
3.62996,0.0815495,0,0,0,-2
3.63138,0.0822593,0,0,0,-2
3.63281,0.0876801,0,0,0,-2
3.63424,0.0873774,0,0,0,-2
3.63566,0.0843371,0,0,0,-2
3.63709,0.0831931,0,0,0,-2
3.63852,0.084491,0,0,0,-2
3.63995,0.0842903,0,0,0,-2
3.64137,0.0820261,0,0,0,-2
3.6428,0.0850442,0,0,0,-2
3.64423,0.0860664,0,0,0,-2
3.64566,0.0834162,0,0,0,-2
3.64708,0.0854462,0,0,0,-2
3.64851,0.0870471,0,0,0,-2
3.64994,0.084878,0,0,0,-2
3.65137,0.0865501,0,0,0,-2
3.6528,0.0909447,0,0,0,-2
3.65422,0.0898612,0,0,0,-2
3.65565,0.0865688,0,0,0,-2
3.65708,0.0865982,0,0,0,-2
3.65851,0.0899858,0,0,0,-2
3.65994,0.0923293,0,0,0,-2
3.66137,0.0900592,0,0,0,-2
3.66279,0.0889778,0,0,0,-2
3.66422,0.0890198,0,0,0,-2
3.66565,0.0877434,0,0,0,-2
3.66708,0.0879907,0,0,0,-2
3.66851,0.0890057,0,0,0,-2
3.66994,0.0898127,0,0,0,-2
3.67137,0.0889233,0,0,0,-2
3.6728,0.0881988,0,0,0,-2
3.67423,0.0897673,0,0,0,-2
3.67565,0.0903681,0,0,0,-2
3.67708,0.0931138,0,0,0,-2
3.67851,0.0919842,0,0,0,-2
3.67994,0.0931915,0,0,0,-2
3.68137,0.0933097,0,0,0,-2
3.6828,0.0947507,0,0,0,-2
3.68423,0.0987996,0,0,0,-2
3.68566,0.101273,0,0,0,-2
3.68709,0.0988279,0,0,0,-2
3.68852,0.0932273,0,0,0,-2
3.68995,0.095105,0,0,0,-2
3.69138,0.100266,0,0,0,-2
3.69281,0.102554,0,0,0,-2
3.69424,0.103721,0,0,0,-2
3.69567,0.103665,0,0,0,-2
3.6971,0.101323,0,0,0,-2
3.69853,0.100694,0,0,0,-2
3.69996,0.0998816,0,0,0,-2
3.70139,0.0995784,0,0,0,-2
3.70282,0.100571,0,0,0,-2
3.70425,0.0984316,0,0,0,-2
3.70569,0.10077,0,0,0,-2
3.70712,0.101118,0,0,0,-2
3.70855,0.0987605,0,0,0,-2
3.70998,0.100526,0,0,0,-2
3.71141,0.106042,0,0,0,-2
3.71284,0.106777,0,0,0,-2
3.71427,0.105148,0,0,0,-2
3.7157,0.107794,0,0,0,-2
3.71713,0.108788,0,0,0,-2
3.71856,0.105201,0,0,0,-2
3.71999,0.103386,0,0,0,-2
3.72142,0.10306,0,0,0,-2
3.72286,0.101109,0,0,0,-2
3.72429,0.102213,0,0,0,-2
3.72572,0.103172,0,0,0,-2
3.72715,0.105557,0,0,0,-2
3.72858,0.108266,0,0,0,-2
3.73001,0.110183,0,0,0,-2
3.73144,0.110796,0,0,0,-2
3.73287,0.1102,0,0,0,-2
3.7343,0.112819,0,0,0,-2
3.73574,0.118135,0,0,0,-2
3.73717,0.124844,0,0,0,-2
3.7386,0.134752,0,0,0,-2
3.74003,0.137795,0,0,0,-2
3.74146,0.133177,0,0,0,-2
3.74289,0.127576,0,0,0,-2
3.74432,0.121129,0,0,0,-2
3.74576,0.118782,0,0,0,-2
3.74719,0.118881,0,0,0,-2
3.74862,0.117318,0,0,0,-2
3.75005,0.117256,0,0,0,-2
3.75148,0.114233,0,0,0,-2
3.75291,0.110241,0,0,0,-2
3.75434,0.11315,0,0,0,-2
3.75577,0.116409,0,0,0,-2
3.75721,0.114786,0,0,0,-2
3.75864,0.115191,0,0,0,-2
3.76007,0.117536,0,0,0,-2
3.7615,0.116755,0,0,0,-2
3.76293,0.112833,0,0,0,-2
3.76436,0.112695,0,0,0,-2
3.76579,0.110043,0,0,0,-2
3.76723,0.114315,0,0,0,-2
3.76866,0.122219,0,0,0,-2
3.77009,0.121862,0,0,0,-2
3.77152,0.122687,0,0,0,-2
3.77295,0.119664,0,0,0,-2
3.77438,0.121949,0,0,0,-2
3.77581,0.122207,0,0,0,-2
3.77724,0.117451,0,0,0,-2
3.77868,0.11543,0,0,0,-2
3.78011,0.116839,0,0,0,-2
3.78154,0.117747,0,0,0,-2
3.78297,0.117176,0,0,0,-2
3.7844,0.120102,0,0,0,-2
3.78583,0.117071,0,0,0,-2
3.78726,0.115726,0,0,0,-2
3.78869,0.118085,0,0,0,-2
3.79012,0.116748,0,0,0,-2
3.79155,0.116802,0,0,0,-2
3.79298,0.121066,0,0,0,-2
3.79442,0.119638,0,0,0,-2
3.79585,0.119173,0,0,0,-2
3.79728,0.121557,0,0,0,-2
3.79871,0.117137,0,0,0,-2
3.80014,0.112298,0,0,0,-2
3.80157,0.116114,0,0,0,-2
3.803,0.118048,0,0,0,-2
3.80443,0.116656,0,0,0,-2
3.80586,0.118032,0,0,0,-2
3.80729,0.119222,0,0,0,-2
3.80872,0.119733,0,0,0,-2
3.81015,0.118553,0,0,0,-2
3.81158,0.118309,0,0,0,-2
3.81301,0.117467,0,0,0,-2
3.81444,0.118843,0,0,0,-2
3.81587,0.122358,0,0,0,-2
3.8173,0.122476,0,0,0,-2
3.81873,0.12067,0,0,0,-2
3.82016,0.117331,0,0,0,-2
3.82159,0.114736,0,0,0,-2
3.82302,0.115932,0,0,0,-2
3.82445,0.114296,0,0,0,-2
3.82588,0.114963,0,0,0,-2
3.8273,0.115871,0,0,0,-2
3.82873,0.113397,0,0,0,-2
3.83016,0.116328,0,0,0,-2
3.83159,0.117566,0,0,0,-2
3.83302,0.115953,0,0,0,-2
3.83445,0.113646,0,0,0,-2
3.83588,0.116883,0,0,0,-2
3.83731,0.123156,0,0,0,-2
3.83873,0.121028,0,0,0,-2
3.84016,0.121951,0,0,0,-2
3.84159,0.127151,0,0,0,-2
